gene_name	regulator	sign	mechanism
pucF	pucR	1	TF+M
iolE	sigA	1	sigma factor
iolE	iolR	-1	TF+M
iolE	ccpA	-1	TF+PP+M
yuxG	rhaR	0	silico-TF+M
yxjA	G-box-HXTX	1	riboswitch
yxjA	G-box-GUA	1	riboswitch
ycgT	sigA	1	sigma factor
ycgT	fur	-1	TF+M
gudB	sigA	1	sigma factor
ohrB	sigB	1	sigma factor
ycgP	putR	0	TF+M
ycgP	codY	0	TF+M
frlD	frlR	-1	TF+M
frlD	codY	-1	TF+M
yhjQ	sigK	1	sigma factor
msmE	ccpA	-1	TF+PP+M
msmE	msmR	0	silico-TF+M
bioW	birA	-1	TF+P+M
yqgO	sigG	1	sigma factor
opuBC	sigA	1	sigma factor
opuBC	gbsR	-1	TF+M
opuBC	codY	0	TF+M
opuBC	yvbF/YvaV	0	silico-TF+unk
acoC	sigL	1	sigma factor
acoC	sigK	1	sigma factor
acoC	ccpA	-1	TF+PP+M
acoC	acoR	1	TF+M
yvdP	sigK	1	sigma factor
yvdP	sigG	1	sigma factor
epsG	sigA	1	sigma factor
epsG	sigH	1	sigma factor
epsG	sinR	-1	TF
epsG	eAR	0	RNA antiterminator
epsG	abrB	-1	TF
gerPA	sigK	1	sigma factor
gerPA	gerE	-1	TF
ykfA	codY	-1	TF+M
yrzE	sigE	1	sigma factor
yrzE	spoIIID	-1	TF
yabK	sigG	1	sigma factor
yabK	sigF	1	sigma factor
yocL	sigE	1	sigma factor
rplP	stringent response	-1	unk
yttP	sigH	1	sigma factor
yttP	spo0A	1	TF+PP
yttP	phoP	1	TF+TC
yttP	ccpA	-1	TF+PP+M
desK	desR	0	TF+TC
fliD	sigD	1	sigma factor
malA	sigA	1	sigma factor
malA	glvR	1	TF+M
malA	ccpA	-1	TF+PP+M
malA	malR	1	TF+TC
gntP	sigK	1	sigma factor
gntP	sigA	1	sigma factor
gntP	gntR	-1	TF+M
gntP	ccpA	-1	TF+PP+M
gntP	abrB	1	TF
gntP	ccpB	-1	TF+unk
trpF	sigA	1	sigma factor
trpF	TRAP	-1	RNA-BAP
yvlC	sigW	1	sigma factor
yvlC	abrB	-1	TF
yknV	sigE	1	sigma factor
appB	scoC	-1	TF
appB	codY	-1	TF+M
appB	tnrA	0	TF+P+M
pcrA	lexA	-1	TF-proteolyse
yxxG	sigA	1	sigma factor
yxxG	yvrHb	1	TF+TC
yxxG	degU	-1	TF+TC
yitE	sigK	1	sigma factor
yitE	sigE	1	sigma factor
yitE	spoIIID	-1	TF
ispA.1	sigA	1	sigma factor
ispA.1	scoC	-1	TF
ispA.1	ipi	1	TF
ispA.1	degU	1	TF+TC
yvrC	RNA - Cobalamin	0	silico-riboswitch
gabR	sigA	1	sigma factor
gabR	gabR	-1	TF+M
mtnD	sigA	1	sigma factor
mtnD	S-box-SAM	-1	
ylbE	sigK	1	sigma factor
yebD	sigG	1	sigma factor
ybcL	ybzH	0	silico-TF+unk
phoR	sigE	1	sigma factor
phoR	sigB	1	sigma factor
phoR	sigA	1	sigma factor
phoR	phoP	1	TF+TC
phoR	ccpA	-1	TF+PP+M
phoR	scoC	-1	TF
phoR	resD	1	TF+TC
yuiB	codY	-1	TF+M
yuiB	tnrA	0	TF+P+M
yfjC	sigE	1	sigma factor
yoaR	sigG	1	sigma factor
pgm	sigA	1	sigma factor
pgm	cggR	-1	TF+M
frlB	frlR	-1	TF+M
frlB	codY	-1	TF+M
rpsM	stringent response	-1	unk
ycnE	yczG	0	silico-TF+unk
spoIIAB	sigH	1	sigma factor
spoIIAB	sigG	1	sigma factor
spoIIAB	sigF	1	sigma factor
spoIIAB	spo0A	1	TF+PP
spoIIAB	sinR	-1	TF
spoIIAB	abrB	-1	TF
spoIIAB	spoVT	-1	TF
rapK	sigH	1	sigma factor
rapK	abrB	-1	TF
rpsI	stringent response	-1	unk
rpsI	rplM	0	silico-RNA switch
yppD	spo0A	1	TF+PP
azlC	azlB	-1	TF+unk
yrrD	sigG	1	sigma factor
yrrD	spoVT	1	TF
pucA	sigA	1	sigma factor
pucA	tnrA	1	TF+P+M
pucA	pucR	1	TF+M
spoIIP	sigF	1	sigma factor
spoIIP	sigE	1	sigma factor
spoIIP	gerR	-1	TF
spoIIP	gerE	-1	TF
yxeP	sigA	1	sigma factor
yxeP	cymR	-1	TF+P+M
yxeP	spx	-1	TF+S
yycO	sigK	1	sigma factor
yycO	sigE	1	sigma factor
yycO	phoP	1	TF+TC
aroE	sigA	1	sigma factor
aroE	TRAP	-1	RNA-BAP
mcsA	sigF	1	sigma factor
mcsA	sigB	1	sigma factor
mcsA	sigA	1	sigma factor
mcsA	ctsR	-1	TF+unstability
yorD	abrB	-1	TF
pyrC	sigA	1	sigma factor
pyrC	pyrR	1	P-AT+M
pyrC	purR	-1	TF+M
gdh	sigG	1	sigma factor
gdh	spoVT	-1	TF
ydjI	sigW	1	sigma factor
ydjI	abrB	-1	TF
tenI	Thi-box	-1	riboswitch
tenI	tenI	-1	unk
ydcC	sigE	1	sigma factor
ydcC	spoIIID	-1	TF
thrZ	sigA	1	sigma factor
thrZ	T-box-THR	1	RNA switch
lonB	sigF	1	sigma factor
yxlD	sigY	1	sigma factor
yuzJ	sigA	1	sigma factor
yuzJ	tnrA	1	TF+P+M
yuzJ	pucR	1	TF+M
levE	sigL	1	sigma factor
levE	levR	1	TF+PTS
levE	ccpA	-1	TF+PP+M
yngHA	sigE	1	sigma factor
yngHA	spoIIID	-1	TF
yngHA	ccpA	0	TF+PP+M
pgcM	sigK	1	sigma factor
pgcM	sigE	1	sigma factor
pgcM	mdxR	0	silico-TF+M
clpP	sigB	1	sigma factor
clpP	sigA	1	sigma factor
clpP	ctsR	-1	TF+unstability
mtnU	sigA	1	sigma factor
bofA	sigE	1	sigma factor
bofA	spoIIID	-1	TF
yrpD	abrB	-1	TF
era	sigB	1	sigma factor
era	sigA	1	sigma factor
era	spo0A	1	TF+PP
icd	sigA	1	sigma factor
icd	citB	0	riboswitch
icd	ccpC	-1	 TF+M+DNA
icd	ccpA	-1	TF+PP+M
icd	codY	0	TF+M
opuCC	codY	0	TF+M
opuCC	yvbF/YvaV	0	silico-TF+unk
yaaB	sigA	1	sigma factor
yngA	yclJ	1	TF+TC
spoVAF	sigG	1	sigma factor
spoVAF	spoVT	1	TF
ycgG	sigE	1	sigma factor
ycgG	sigK	1	sigma factor
ycgG	spoIIID	-1	TF
qoxB	stringent response	-1	unk
yqgQ	ccpA	0	TF+PP+M
atpB	stringent response	-1	unk
flgC	sigD	1	sigma factor
flgC	sigA	1	sigma factor
flgC	spo0A	-1	TF+PP
flgC	codY	-1	TF+M
ywbI	sigA	1	sigma factor
ywbI	ywbI	0	silico-TF+unk
yjmD	sigE	1	sigma factor
yjmD	sigA	1	sigma factor
yjmD	exuR	-1	TF+M
yjmD	ccpA	-1	TF+PP+M
yjmD	spoIIID	-1	TF
rsmG	comK	1	TF
ltaSA	sigM	1	sigma factor
thiF	Thi-box	-1	riboswitch
thiF	tenI	-1	unk
purS	sigA	1	sigma factor
purS	purR	-1	TF+M
purS	G-box-HXTX	1	riboswitch
purS	G-box-GUA	1	riboswitch
argI	sigL	1	sigma factor
argI	spo0A	-1	TF+PP
argI	rocR	1	TF+M
argI	codY	-1	TF+M
argI	ahrC	1	TF+M
spoIISA	sigK	1	sigma factor
nrdF	sigA	1	sigma factor
nrdF	resD	1	TF+TC
nrdF	nrdR	0	silico-TF+M
glnP	sigE	1	sigma factor
glnP	tnrA	1	TF+P+M
glnP	codY	0	TF+M
yyaC	sigF	1	sigma factor
ureC	sigH	1	sigma factor
ureC	sigA	1	sigma factor
ureC	tnrA	1	TF+P+M
ureC	pucR	1	TF+M
ureC	glnR	-1	TF+P+M
ureC	codY	-1	TF+M
qoxC	stringent response	-1	unk
yozI	perR	0	TF+S
ypiB	sigH	1	sigma factor
sipS	sigA	1	sigma factor
sipS	degU	1	TF+TC
speD	sigA	1	sigma factor
speD	ccpN	-1	TF+unk
melA	ccpA	-1	TF+PP+M
melA	msmR	0	silico-TF+M
mecB	sigK	1	sigma factor
dusB	sigA	1	sigma factor
dusB	TRAP	-1	RNA-BAP
yybL	rok	-1	TF
yybL	spo0A	1	TF+PP
fadH	sigA	1	sigma factor
fadH	fadR	-1	TF+M
ydiP	lexA	-1	TF-proteolyse
safA	sigE	1	sigma factor
safA	sigG	1	sigma factor
ykuO	sigA	1	sigma factor
ykuO	fur	-1	TF+M
bdbD	sigE	1	sigma factor
bdbD	comK	1	TF
pyrG	sigA	1	sigma factor
pyrG	CTP-box	1	RNA switch
relA	sigB	1	sigma factor
yuzA	sigG	1	sigma factor
yuzA	sigB	1	sigma factor
sda	sigA	1	sigma factor
sda	lexA	-1	TF-proteolyse
sda	dnaA	-1	TF
yrzA	sigK	1	sigma factor
yhfS	birA	0	TF+P+M
ywqE	abrB	-1	TF
ispD	sigM	1	sigma factor
ispD	sigB	1	sigma factor
kduI	sigA	1	sigma factor
kduI	kdgR	-1	TF+M
kduI	ccpA	-1	TF+PP+M
yqaJ	sknR	-1	TF
yycA	yclJ	1	TF+TC
yycA	tnrA	0	TF+P+M
sigF	sigH	1	sigma factor
sigF	sigG	1	sigma factor
sigF	spo0A	1	TF+PP
sigF	sinR	-1	TF
sigF	abrB	-1	TF
sigF	spoVT	-1	TF
yocJ	yodB	-1	TF+S
yobB	abrB	-1	TF
albF	sigA	1	sigma factor
albF	rok	-1	TF
albF	resD	1	TF+TC
albF	abrB	-1	TF
yhdI	yhdI/YdeL	0	silico-TF+unk
yjaV	sigE	1	sigma factor
ahpC	sigA	1	sigma factor
ahpC	perR	-1	TF+S
ycsN	sigH	1	sigma factor
nhaX	sigB	1	sigma factor
ilvA	codY	-1	TF+M
pucC	sigA	1	sigma factor
pucC	tnrA	1	TF+P+M
pucC	pucR	1	TF+M
ycnJ	ycnK	-1	TF+M
ycnJ	csoR	-1	TF+M
sspL	sigG	1	sigma factor
ppsC	abrB	-1	TF
yqgX	ccpA	0	TF+PP+M
aseR	aseR	-1	TF+M
aseR	czrA	0	TF+M
dltD	sigX	1	sigma factor
dltD	sigM	1	sigma factor
dltD	sigD	1	sigma factor
dltD	yvrHb	1	TF+TC
dltD	stringent response	-1	unk
dltD	spo0A	-1	TF+PP
yhaA	codY	0	TF+M
yerD	sigB	1	sigma factor
gerKB	sigG	1	sigma factor
gerKB	spoVT	-1	TF
ysxE	sigE	1	sigma factor
cysK	sigA	1	sigma factor
cysK	spx	1	TF+S
cysK	cymR	-1	TF+P+M
spoIIIAB	sigE	1	sigma factor
spoIIIAB	gerR	-1	TF
spoIIIAB	spoIIID	-1	TF
spoIIIAB	gerE	-1	TF
yxlF	sigY	1	sigma factor
hemC	sigA	1	sigma factor
hemC	perR	-1	TF+S
lexA	lexA	-1	TF-proteolyse
comFB	sigD	1	sigma factor
comFB	sigA	1	sigma factor
comFB	comK	1	TF
yeeK	sigK	1	sigma factor
yqaB	sigK	1	sigma factor
folK	sigA	1	sigma factor
folK	TRAP	-1	RNA-BAP
pdp	sigK	1	sigma factor
pdp	sigA	1	sigma factor
pdp	deoR	-1	TF+M
pdp	ccpA	-1	TF+PP+M
yeaA	sigW	1	sigma factor
yeaA	sigE	1	sigma factor
nadB	sigA	1	sigma factor
nadB	nadR	-1	TF+M
phrA	sigA	1	sigma factor
phrA	spo0A	-1	TF+PP
phrA	comA	1	TF+TC
phrA	codY	-1	TF+M
comGD	sigA	1	sigma factor
comGD	comK	1	TF
comGD	comZ	-1	TF
adcA	sigA	1	sigma factor
adcA	zur	-1	TF+M
purL	sigA	1	sigma factor
purL	purR	-1	TF+M
purL	G-box-HXTX	1	riboswitch
purL	G-box-GUA	1	riboswitch
degU	sigA	1	sigma factor
degU	tnrA	-1	TF+P+M
degU	degU	1	TF+TC
degU	ccpA	1	TF+PP+M
gtaB	sigB	1	sigma factor
gtaB	sigA	1	sigma factor
albB	sigA	1	sigma factor
albB	rok	-1	TF
albB	resD	1	TF+TC
albB	abrB	-1	TF
oxaAA	sigA	1	sigma factor
ykfC	codY	-1	TF+M
yfhC	fur	-1	TF+M
murE	stringent response	-1	unk
cycB	lacR	-1	TF+M
cycB	ccpA	0	TF+PP+M
qcrA	sigA	1	sigma factor
qcrA	resD	1	TF+TC
qcrA	ccpA	-1	TF+PP+M
qcrA	abrB	-1	TF
dnaJ	sigA	1	sigma factor
dnaJ	hrcA	-1	TF+HrcA unstability
dnaJ	arfM	0	TF
ftsY	sigK	1	sigma factor
ftsY	sigA	1	sigma factor
ftsY	stringent response	-1	unk
ftsY	gerE	1	TF
murG	sigE	1	sigma factor
murG	sigA	1	sigma factor
murG	spoIIID	-1	TF
cotH	sigK	1	sigma factor
cotH	sigE	1	sigma factor
cotH	gerE	-1	TF
cwlH	sigK	1	sigma factor
cwlH	gerE	1	TF
cotI	sigK	1	sigma factor
hslO	sigM	1	sigma factor
pyrAB	sigA	1	sigma factor
pyrAB	pyrR	1	P-AT+M
pyrAB	purR	-1	TF+M
yocR	codY	0	TF+M
ywjA	fur	-1	TF+M
ytrH	sigE	1	sigma factor
ytrH	lexA	0	TF-proteolyse
yngF	sigE	1	sigma factor
yngF	spoIIID	-1	TF
yngF	ccpA	0	TF+PP+M
gerKC	sigG	1	sigma factor
gerKC	spoVT	-1	TF
bpr	degU	1	TF+TC
cypX	abrB	-1	TF
pgsC	degU	1	TF+TC
pgsC	tnrA	0	TF+P+M
yydF	sigA	1	sigma factor
yydF	abrB	-1	TF
yydF	rok	-1	TF
epsL	sigA	1	sigma factor
epsL	sigH	1	sigma factor
epsL	sinR	-1	TF
epsL	eAR	0	RNA antiterminator
epsL	abrB	-1	TF
yabM	sigX	1	sigma factor
yabM	sigW	1	sigma factor
yabM	sigE	1	sigma factor
yabM	spoIIID	-1	TF
rsgI	sigI	1	sigma factor
ylxH	sigD	1	sigma factor
ylxH	sigA	1	sigma factor
ylxH	spo0A	-1	TF+PP
ylxH	codY	-1	TF+M
gerBB	sigG	1	sigma factor
gerBB	spoVT	-1	TF
sucC	sigA	1	sigma factor
sucC	ccpA	-1	TF+PP+M
metQ	sigA	1	sigma factor
metQ	S-box-SAM	-1	
metQ	codY	1	TF+M
mdxG	sigK	1	sigma factor
mdxG	sigE	1	sigma factor
mdxG	mdxR	0	silico-TF+M
azlB	azlB	-1	TF+unk
yqjL	sigW	1	sigma factor
yqjL	sigM	1	sigma factor
yqjL	sigB	1	sigma factor
yqjL	sigX	1	sigma factor
yhaX	sigE	1	sigma factor
yhaX	spoIIID	-1	TF
adaB	sigA	1	sigma factor
adaB	adaA	1	TF+S
yqcG	spo0A	1	TF+PP
yqcG	abrB	-1	TF
yneJ	sigA	1	sigma factor
yneJ	sigH	1	sigma factor
yodS	sigE	1	sigma factor
khtT	sigE	1	sigma factor
gmuD	sigA	1	sigma factor
gmuD	gmuR	-1	TF+M
gmuD	ccpA	-1	TF+PP+M
gmuD	abrB	1	TF
rocB	sigL	1	sigma factor
rocB	rocR	1	TF+M
rocB	codY	-1	TF+M
rocB	ahrC	1	TF+M
rocB	abrB	-1	TF
yfmO	sigA	1	sigma factor
yfmO	yfmP	-1	TF+M
gerAC	sigG	1	sigma factor
gerAC	sigF	1	sigma factor
gerAC	spoVT	-1	TF
ydcA	sigE	1	sigma factor
yusZ	codY	0	TF+M
yflJ	sigE	1	sigma factor
yxeM	sigA	1	sigma factor
yxeM	cymR	-1	TF+P+M
yxeM	spx	-1	TF+S
spoIIB	spo0A	1	TF+PP
yrkI	yrkD	0	silico-TF+unk
bioD	birA	-1	TF+P+M
yqgE	sigG	1	sigma factor
ylbA	abrB	-1	TF
katX	sigF	1	sigma factor
katX	sigB	1	sigma factor
katX	rsfA	1	P
ackA	sigA	1	sigma factor
ackA	codY	1	TF+M
ackA	ccpA	1	TF+PP+M
albD	sigA	1	sigma factor
albD	rok	-1	TF
albD	resD	1	TF+TC
albD	abrB	-1	TF
rpmEB	sigB	1	sigma factor
rpmEB	zur	-1	TF+M
yhcR	sigH	1	sigma factor
gcvPA	Gly-box	-1	riboswitch
gcvPA	spoVT	1	TF
gcvPA	T-box-GLY	-1	RNA switch
sepF	spo0A	-1	TF+PP
hutH	sigA	1	sigma factor
hutH	hutP	1	P-AT+M
hutH	codY	-1	TF+M
hutH	ccpA	-1	TF+PP+M
arsC	sigF	1	sigma factor
arsC	sigA	1	sigma factor
arsC	arsR	-1	TF+M
yhfM	sigF	1	sigma factor
epsF	sigA	1	sigma factor
epsF	sigH	1	sigma factor
epsF	sinR	-1	TF
epsF	eAR	0	RNA antiterminator
epsF	abrB	-1	TF
bdbA	yvrHb	1	TF+TC
bdbA	rok	-1	TF
bdbA	abrB	-1	TF
bdbA	abh	1	TF
cotM	sigK	1	sigma factor
cotM	sigE	1	sigma factor
cotM	gerE	-1	TF
spoIVB	sigG	1	sigma factor
spoIVB	sigF	1	sigma factor
spoIVB	spoVT	1	TF
spoIVB	spoIIID	1	TF
ganA	lacR	-1	TF+M
ganA	ccpA	0	TF+PP+M
yczF	sigG	1	sigma factor
wprA	yvrHb	1	TF+TC
wprA	ccpA	-1	TF+PP+M
sigH	sigA	1	sigma factor
sigH	abrB	-1	TF
treR	sigA	1	sigma factor
treR	treR	-1	TF+M
treR	phoP	1	TF+TC
treR	ccpA	-1	TF+PP+M
yrpE	zur	0	TF+M
flgE	sigD	1	sigma factor
flgE	sigA	1	sigma factor
flgE	spo0A	-1	TF+PP
flgE	codY	-1	TF+M
cotS	sigK	1	sigma factor
cheC	sigD	1	sigma factor
cheC	sigA	1	sigma factor
cheC	spo0A	-1	TF+PP
cheC	codY	-1	TF+M
yhfO	sigE	1	sigma factor
yhfO	spoIIID	-1	TF
metS	sigA	1	sigma factor
metS	spo0A	-1	TF+PP
yxlG	sigY	1	sigma factor
comGF	sigA	1	sigma factor
comGF	comK	1	TF
comGF	comZ	-1	TF
appA	scoC	-1	TF
appA	codY	-1	TF+M
appA	tnrA	0	TF+P+M
adk	stringent response	-1	unk
ymaG	sigK	1	sigma factor
xtmA	xpf	1	sigma factor
yhcZ	sigA	1	sigma factor
yhcZ	sigE	1	sigma factor
yhcZ	liaR	1	TF+TC
skfA	sigA	1	sigma factor
skfA	spo0A	1	TF+PP
skfA	phoP	1	TF+TC
skfA	abrB	-1	TF
oppC	tnrA	1	TF+P+M
oppC	scoC	-1	TF
oppC	codY	0	TF+M
yqzH	lexA	-1	TF-proteolyse
glcF	ccpA	0	TF+PP+M
ydaE	sigB	1	sigma factor
ypmP	codY	-1	TF+M
ytbE	ytcD	0	silico-TF+unk
ylbK	sigE	1	sigma factor
ylbK	spoIIID	-1	TF
amyE	sigA	1	sigma factor
amyE	ccpA	-1	TF+PP+M
amyE	abrB	1	TF
amyE	degU	1	TF+TC
pssA	sigX	1	sigma factor
pssA	sigA	1	sigma factor
tlp	sigG	1	sigma factor
tlp	sigF	1	sigma factor
ybbE	codY	0	TF+M
ybbE	murR	0	silico-TF+M
hisH	hisR	0	silico-TF+M
dinB	lexA	-1	TF-proteolyse
tyrA	sigA	1	sigma factor
tyrA	TRAP	-1	RNA-BAP
albA	sigA	1	sigma factor
albA	rok	-1	TF
albA	resD	1	TF+TC
albA	abrB	-1	TF
fadF	sigA	1	sigma factor
fadF	fadR	-1	TF+M
purQ	sigA	1	sigma factor
purQ	purR	-1	TF+M
purQ	G-box-HXTX	1	riboswitch
purQ	G-box-GUA	1	riboswitch
uvrB	lexA	-1	TF-proteolyse
ysxC	sigA	1	sigma factor
ysxC	ctsR	-1	TF+unstability
yceD	sigX	1	sigma factor
yceD	sigW	1	sigma factor
yceD	sigM	1	sigma factor
yceD	sigB	1	sigma factor
yceD	sigA	1	sigma factor
tuaD	sigA	1	sigma factor
tuaD	phoP	1	TF+TC
ydhD	sigE	1	sigma factor
ybdM	sigG	1	sigma factor
mtrB	sigA	1	sigma factor
phoA	sigA	1	sigma factor
phoA	sigG	1	sigma factor
phoA	phoP	1	TF+TC
phoA	tenA	1	unk
phoA	codY	0	TF+M
araB	sigA	1	sigma factor
araB	ccpA	-1	TF+PP+M
araB	araR	-1	TF+M
sodF	sigE	1	sigma factor
ybfQ	sigW	1	sigma factor
yuaB	degU	1	TF+TC
yuaB	abrB	-1	TF
rapB	sigA	1	sigma factor
licR	sigA	1	sigma factor
yjcZ	sigK	1	sigma factor
yjcZ	gerE	1	TF
hag	sigD	1	sigma factor
hag	scoC	-1	TF
hag	csrA	-1	RNA switch
hag	codY	-1	TF+M
yesJ	sigE	1	sigma factor
yesJ	spoIIID	1	TF
psiE	yrkP	1	TF+TC
ylmA	codY	-1	TF+M
citB	sigA	1	sigma factor
citB	fsrA	-1	small regulatory RNA
citB	codY	-1	TF+M
citB	ccpC	-1	 TF+M+DNA
citB	ccpA	-1	TF+PP+M
citB	tnrA	1	TF+P+M
citB	abrB	1	TF
rapG	sigA	1	sigma factor
rapG	sigH	1	sigma factor
rapG	sinR	-1	TF
rapG	rghR	-1	TF
lytB	sigD	1	sigma factor
lytB	sigA	1	sigma factor
lytB	yvrHb	-1	TF+TC
lytB	slrR	-1	TF
lytB	lytR	-1	TF
ftsX	spo0A	-1	TF+PP
yvhJ	spo0A	-1	TF+PP
mtnK	sigA	1	sigma factor
mtnK	S-box-SAM	-1	
alrB	sigE	1	sigma factor
manA	manR	1	TF+PTS
infC	sigA	1	sigma factor
infC	stringent response	-1	unk
infC	rplT	-1	RNA switch
hmp	sigA	1	sigma factor
hmp	resD	1	TF+TC
hmp	nsrR	-1	TF+M
hmp	arfM	1	TF
hmp	spoVT	1	TF
yjoB	sigW	1	sigma factor
yydH	sigA	1	sigma factor
yydH	rok	-1	TF
yydH	abrB	-1	TF
ggaA	sigA	1	sigma factor
ypuA	sigM	1	sigma factor
ydaT	sigB	1	sigma factor
yfnE	sigK	1	sigma factor
yfnE	sigE	1	sigma factor
yfnE	gerR	-1	TF
yjcM	abrB	-1	TF
yjcM	spo0A	1	TF+PP
bceB	bceR	1	TF+TC
glnT	sigA	1	sigma factor
glnT	glnL	1	TF+TC
glnT	ccpA	0	TF+PP+M
ccpA	sigA	1	sigma factor
ppsA	abrB	-1	TF
ytmI	sigA	1	sigma factor
ytmI	ytlI	1	TF+M
ytmI	cymR	-1	TF+P+M
ytmI	spx	-1	TF+S
atpA	stringent response	-1	unk
ykzH	sigK	1	sigma factor
ydbS	sigW	1	sigma factor
tatAD	phoP	1	TF+TC
ywnJ	sigX	1	sigma factor
ywnJ	sigW	1	sigma factor
ywnJ	sigM	1	sigma factor
ywnJ	sigF	1	sigma factor
accD	spo0A	1	TF+PP
yesU	yesS	1	TF+P+unk
yesU	ccpA	0	TF+PP+M
mcpB	sigD	1	sigma factor
yitB	sigK	1	sigma factor
pbpD	sigA	1	sigma factor
pbpD	codY	0	TF+M
abrB	sigA	1	sigma factor
abrB	spo0A	-1	TF+PP
abrB	abrB	-1	TF
pyrD	sigA	1	sigma factor
pyrD	pyrR	1	P-AT+M
pyrD	purR	-1	TF+M
yqhB	sigB	1	sigma factor
yqhB	lexA	-1	TF-proteolyse
yjgC	sigB	1	sigma factor
cysS	sigA	1	sigma factor
cysS	T-box-CYS	1	RNA switch
cotF	sigK	1	sigma factor
cotF	sigE	1	sigma factor
cotF	spoIIID	1	TF
yweA	abrB	-1	TF
yqfD	sigE	1	sigma factor
yqfD	spoIIID	-1	TF
yvfH	comA	1	TF+TC
yvfH	lutR	0	TF+M
ypuC.1	sigB	1	sigma factor
ywrB	ywrC	0	silico-TF+unk
cydB	sigA	1	sigma factor
cydB	rex	-1	TF+M
cydB	resD	1	TF+TC
cydB	ccpA	-1	TF+PP+M
ywhH	comA	1	TF+TC
malP	sigA	1	sigma factor
malP	glvR	1	TF+M
malP	ccpA	-1	TF+PP+M
malP	malR	1	TF+TC
ilvB	sigA	1	sigma factor
ilvB	tnrA	-1	TF+P+M
ilvB	codY	-1	TF+M
ilvB	ccpA	1	TF+PP+M
ilvB	T-box-LEU	1	RNA switch
yvfI	lutR	0	TF+M
yvfI	ccpA	0	TF+PP+M
fhuC	fur	-1	TF+M
yslB	sigE	1	sigma factor
yhcG	sigG	1	sigma factor
yhcG	comK	1	TF
yhcG	gabR	0	TF+M
rplL	stringent response	-1	unk
rplL	rplJ	0	silico-RNA switch
tagF	sigA	1	sigma factor
tagF	walR	1	TF+TC
tagF	phoP	-1	TF+TC
ppsD	abrB	-1	TF
yfmF	fur	-1	TF+M
tufA	stringent response	-1	unk
sigX	sigA	1	sigma factor
sigX	yvrHb	1	TF+TC
pyrAA	sigA	1	sigma factor
pyrAA	pyrR	1	P-AT+M
pyrAA	purR	-1	TF+M
xkdE	xpf	1	sigma factor
ppsB	abrB	-1	TF
ylxF	sigD	1	sigma factor
ylxF	sigA	1	sigma factor
ylxF	spo0A	-1	TF+PP
ylxF	codY	-1	TF+M
citR	sigA	1	sigma factor
citR	codY	0	TF+M
citR	citR	0	TF+M
rpsC	stringent response	-1	unk
yabT	sigF	1	sigma factor
licA	sigA	1	sigma factor
licA	licR	1	TF+PTS
licA	ccpA	-1	TF+PP+M
licA	rbsR	0	silico-TF+M
lytF	sigD	1	sigma factor
lytF	slrR	-1	TF
ykgA	sigB	1	sigma factor
hisZ	hisR	0	silico-TF+M
atpH	stringent response	-1	unk
oatA	sigV	1	sigma factor
bioYB	birA	0	TF+P+M
yheJ	abrB	-1	TF
yppG	sigK	1	sigma factor
pdhD	sigA	1	sigma factor
pdhD	stringent response	-1	unk
glpQ	sigA	1	sigma factor
glpQ	phoP	1	TF+TC
glpQ	glpP	1	P-AT+PTS
glpQ	ccpA	-1	TF+PP+M
spoVG	sigH	1	sigma factor
spoVG	sinR	-1	TF
spoVG	abrB	-1	TF
spoVG	codY	0	TF+M
speB	sigA	1	sigma factor
ywlC	dnaA	-1	TF
yesL	sigH	1	sigma factor
mdxR	sigK	1	sigma factor
comGB	sigA	1	sigma factor
comGB	comK	1	TF
comGB	comZ	-1	TF
mdxF	sigK	1	sigma factor
mdxF	sigE	1	sigma factor
mdxF	mdxR	0	silico-TF+M
ybdK	comK	1	TF
adhB	sigG	1	sigma factor
resE	sigA	1	sigma factor
resE	resD	1	TF+TC
resE	phoP	1	TF+TC
resE	ccpA	-1	TF+PP+M
dxs	stringent response	-1	unk
ycbK	sigA	1	sigma factor
ycbK	T-box-TRP	1	RNA switch
ycbK	TRAP	-1	RNA-BAP
yhdF	sigB	1	sigma factor
rpmH	sigA	1	sigma factor
yxeD	sigG	1	sigma factor
yxeD	sigE	1	sigma factor
yxeD	abrB	-1	TF
yxeD	spoVT	1	TF
ybbB	fur	-1	TF+M
sacY	sigA	1	sigma factor
sacY	sacY	1	P-AT+PTS
sacY	sacT	1	P-AT+PTS
sacY	degU	1	TF+TC
gapA	sigA	1	sigma factor
gapA	cggR	-1	TF+M
cotU	sigK	1	sigma factor
cotU	gerR	1	TF
cotU	gerE	1	TF
gmuE	sigA	1	sigma factor
gmuE	gmuR	-1	TF+M
gmuE	ccpA	-1	TF+PP+M
gmuE	abrB	1	TF
kdgT	sigA	1	sigma factor
kdgT	kdgR	-1	TF+M
kdgT	ccpA	-1	TF+PP+M
fliF	sigD	1	sigma factor
fliF	sigA	1	sigma factor
fliF	spo0A	-1	TF+PP
fliF	codY	-1	TF+M
ythA	sigG	1	sigma factor
ywrK	sigK	1	sigma factor
yitA	sigK	1	sigma factor
yxeL	sigA	1	sigma factor
yxeL	cymR	-1	TF+P+M
yxeL	spx	-1	TF+S
yetF	sigF	1	sigma factor
recF	sigA	1	sigma factor
glgA	sigE	1	sigma factor
glgA	sigH	1	sigma factor
ffh	sigA	1	sigma factor
ywrE	sigW	1	sigma factor
ilvC	sigA	1	sigma factor
ilvC	tnrA	-1	TF+P+M
ilvC	codY	-1	TF+M
