Name,Locus_tag,StartV3,EndV3,Strand,classif
S529,S529,new_1525061_1525238_c,1525061,1525238,-1,5'
ykrA,ykrA,BSU14550,1525386,1526159,1,-
defB,defB,BSU14560,1526195,1526749,-1,-
ykzV,ykzV,BSU14569,1526859,1527017,-1,-
S530,S530,new_1527018_1527086_c,1527018,1527086,-1,5'
ykyA,ykyA,BSU14570,1527231,1527902,1,-
S531,S531,new_1528100_1528325,1528100,1528325,1,5'
pdhA,pdhA,BSU14580,1528326,1529441,1,-
pdhB,pdhB,BSU14590,1529445,1530422,1,-
S532,S532,new_1530423_1530536,1530423,1530536,1,intra
pdhC,pdhC,BSU14600,1530537,1531865,1,-
pdhD,pdhD,BSU14610,1531870,1533282,1,-
slp,slp,BSU14620,1533327,1533701,-1,-
S533,S533,new_1533940_1534049,1533940,1534049,1,5'
ykzW,ykzW,BSU14629,1534120,1534239,1,-
S534,S534,new_1534271_1535874,1534271,1535874,1,inter
speA,speA,BSU14630,1534279,1535751,-1,-
S535,S535,new_1535752_1535847_c,1535752,1535847,-1,5'
yktA,yktA,BSU14640,1535936,1536202,1,-
yktB,yktB,BSU14650,1536235,1536873,-1,-
S536,S536,new_1537029_1537112,1537029,1537112,1,5'
ykzI,ykzI,BSU14660,1537113,1537301,1,-
suhB,suhB,BSU14670,1537441,1538238,1,-
ykzC,ykzC,BSU14680,1538264,1538692,1,-
S537,S537,new_1538693_1539646,1538693,1539646,1,3'PT
yktD,yktD,BSU14690,1538770,1539684,-1,-
nprE,nprE,BSU14700,1540036,1541601,-1,-
ylaA,ylaA,BSU14710,1541886,1543826,1,-
ylaB,ylaB,BSU14720,1543816,1544085,1,-
ylaC,ylaC,BSU14730,1544085,1544606,1,-
ylaD,ylaD,BSU14740,1544603,1544896,1,-
ylaE,ylaE,BSU14750,1544936,1545547,-1,-
ylaF,ylaF,BSU14760,1545820,1546008,-1,-
bipA,bipA,BSU14770,1546121,1547959,1,-
ylaH,ylaH,BSU14780,1548016,1548333,1,-
ylaI,ylaI,BSU14790,1548389,1548598,-1,-
ylaJ,ylaJ,BSU14800,1548681,1549310,-1,-
S538,S538,new_1549384_1549464,1549384,1549464,1,5'
ylaK,ylaK,BSU14810,1549465,1550793,1,-
S539,S539,new_1550649_1550796_c,1550649,1550796,-1,3'UTR
S540,S540,new_1550794_1551384,1550794,1551384,1,intra
ylaL,ylaL,BSU14820,1550797,1551282,-1,-
glsB,glsB,BSU14830,1551385,1552314,1,-
ylaN,ylaN,BSU14840,1552412,1552693,1,-
S541,S541,new_1552772_1552898,1552772,1552898,1,5'
ftsW,ftsW,BSU14850,1552899,1554110,1,-
pycA,pycA,BSU14860,1554185,1557631,1,-
ctaA,ctaA,BSU14870,1558034,1558954,-1,-
S542,S542,new_1559111_1559216,1559111,1559216,1,5'
S543,S543,new_1559218_1559308,1559218,1559308,1,5'
ctaB,ctaB,BSU14880,1559309,1560226,1,-
S544,S544,new_1560362_1560465,1560362,1560465,1,5'
ctaC,ctaC,BSU14890,1560466,1561536,1,-
ctaD,ctaD,BSU14900,1561569,1563437,1,-
ctaE,ctaE,BSU14910,1563437,1564060,1,-
ctaF,ctaF,BSU14920,1564063,1564395,1,-
ctaG,ctaG,BSU14930,1564422,1565315,1,-
ylbA,ylbA,BSU14940,1565347,1565709,-1,-
S545,S545,new_1565737_1565848,1565737,1565848,1,5'
ylbB,ylbB,BSU14950,1565849,1566295,1,-
ylbC,ylbC,BSU14960,1566379,1567419,1,-
ylbD,ylbD,BSU14970,1567651,1568049,1,-
ylbE,ylbE,BSU14980,1568065,1568304,1,-
ylbF,ylbF,BSU14990,1568420,1568869,1,-
ylbG,ylbG,BSU15000,1568924,1569196,1,-
S546,S546,new_1569001_1569224_c,1569001,1569224,-1,3'PT
X.18,NA,BSU_misc_RNA_23,1569199,1569319,1,-
S547,S547,new_1569226_1569349_c,1569226,1569349,-1,indep
S548,S548,new_1569320_1569425,1569320,1569425,1,inter
S549,S549,new_1569427_1569518,1569427,1569518,1,5'
ylbH,ylbH,BSU15010,1569519,1570073,1,-
coaD,coaD,BSU15020,1570078,1570563,1,-
ylbJ,ylbJ,BSU15030,1570574,1571800,-1,-
S550,S550,new_1570575_1571849,1570575,1571849,1,inter
S551,S551,new_1571801_1571902_c,1571801,1571902,-1,5'
S552,S552,new_1571851_1571980,1571851,1571980,1,5'
ylbK,ylbK,BSU15040,1571981,1572763,1,-
ylbL,ylbL,BSU15050,1572765,1573790,1,-
ylbM,ylbM,BSU15060,1573807,1575054,-1,-
ylzH,ylzH,BSU15069,1575051,1575236,-1,-
S553,S553,new_1575098_1575233,1575098,1575233,1,5'
ylbN,ylbN,BSU15070,1575264,1575782,1,-
rpmF,rpmF,BSU15080,1575804,1575983,1,-
ylbO,ylbO,BSU15090,1576129,1576710,1,-
ylbP,ylbP,BSU15100,1576767,1577249,-1,-
ylbQ,ylbQ,BSU15110,1577409,1578305,1,-
yllA,yllA,BSU15120,1578376,1579995,1,-
S554,S554,new_1580047_1580120,1580047,1580120,1,5'
mraZ,mraZ,BSU15130,1580121,1580552,1,-
mraW,mraW,BSU15140,1580622,1581557,1,-
S555,S555,new_1581224_1582676_c,1581224,1582676,-1,indep-Ext
ftsL,ftsL,BSU15150,1581597,1581950,1,-
pbpB,pbpB,BSU15160,1581947,1584097,1,-
spoVD,spoVD,BSU15170,1584214,1586154,1,-
S556,S556,new_1586172_1586239,1586172,1586239,1,inter
S557,S557,new_1586241_1586329,1586241,1586329,1,5'
murE,murE,BSU15180,1586330,1587814,1,-
S558,S558,new_1587815_1587925,1587815,1587925,1,intra
mraY,mraY,BSU15190,1587926,1588900,1,-
murD,murD,BSU15200,1588901,1590256,1,-
spoVE,spoVE,BSU15210,1590317,1591417,1,-
S559,S559,new_1591418_1591539,1591418,1591539,1,intra
murG,murG,BSU15220,1591540,1592631,1,-
murB,murB,BSU15230,1592663,1593574,1,-
divIB,divIB,BSU15240,1593704,1594495,1,-
ylxW,ylxW,BSU15250,1594492,1595187,1,-
ylxX,ylxX,BSU15260,1595210,1595917,1,-
sbp,sbp,BSU15270,1595935,1596300,1,-
S560,S560,new_1596301_1596473,1596301,1596473,1,5'
ftsA,ftsA,BSU15280,1596474,1597796,1,-
ftsZ,ftsZ,BSU15290,1597832,1598980,1,-
S561,S561,new_1599179_1599282,1599179,1599282,1,5'
bpr,bpr,BSU15300,1599283,1603584,1,-
S562,S562,new_1603592_1604734_c,1603592,1604734,-1,indep
S563,S563,new_1603712_1603778,1603712,1603778,1,5'
spoIIGA,spoIIGA,BSU15310,1603779,1604708,1,-
sigE,sigE,BSU15320,1604771,1605490,1,-
S564,S564,new_1605491_1605580,1605491,1605580,1,inter
sigG,sigG,BSU15330,1605630,1606412,1,-
S565,S565,new_1606413_1606501,1606413,1606501,1,inter
ylmA,ylmA,BSU15340,1606560,1607354,1,-
X.19,NA,BSU_misc_RNA_24,1607367,1607468,1,-
thiQ,thiQ,BSU15350,1607556,1608836,1,-
ylmC,ylmC,BSU15360,1608919,1609164,1,-
S566,S566,new_1609165_1609275,1609165,1609275,1,5'
ylmD,ylmD,BSU15370,1609327,1610163,1,-
ylmE,ylmE,BSU15380,1610170,1610862,1,-
sepF,sepF,BSU15390,1610865,1611314,1,-
ylmG,ylmG,BSU15400,1611321,1611593,1,-
ylmH,ylmH,BSU15410,1611654,1612427,1,-
S567,S567,new_1612428_1612520,1612428,1612520,1,intra
divIVA,divIVA,BSU15420,1612521,1613015,1,-
X.20,NA,BSU_misc_RNA_25,1613078,1613304,1,-
ileS,ileS,BSU15430,1613357,1616122,1,-
ylyA,ylyA,BSU15440,1616267,1616641,1,-
lspA,lspA,BSU15450,1616744,1617208,1,-
rluD,rluD,BSU15460,1617210,1618121,1,-
X.21,NA,BSU_misc_RNA_26,1618161,1618277,1,-
pyrR,pyrR,BSU15470,1618304,1618849,1,-
X.22,NA,BSU_misc_RNA_27,1618853,1618970,1,-
pyrP,pyrP,BSU15480,1619023,1620330,1,-
X.23,NA,BSU_misc_RNA_28,1620331,1620445,1,-
pyrB,pyrB,BSU15490,1620476,1621390,1,-
pyrC,pyrC,BSU15500,1621374,1622660,1,-
pyrAA,pyrAA,BSU15510,1622657,1623751,1,-
pyrAB,pyrAB,BSU15520,1623736,1626951,1,-
pyrK,pyrK,BSU15530,1626948,1627718,1,-
pyrD,pyrD,BSU15540,1627718,1628653,1,-
pyrF,pyrF,BSU15550,1628622,1629341,1,-
pyrE,pyrE,BSU15560,1629320,1629970,1,-
S568,S568,new_1630017_1630089,1630017,1630089,1,inter
X.24,NA,BSU_misc_RNA_29,1630115,1630220,1,-
S569,S569,new_1630221_1630381,1630221,1630381,1,intra
cysH,cysH,BSU15570,1630382,1631083,1,-
cysP,cysP,BSU15580,1631095,1632159,1,-
sat,sat,BSU15590,1632208,1633356,1,-
cysC,cysC,BSU15600,1633369,1633962,1,-
S570,S570,new_1633963_1634060,1633963,1634060,1,intra
sumT,sumT,BSU15610,1634061,1634834,1,-
sirB,sirB,BSU15620,1634837,1635622,1,-
sirC,sirC,BSU15630,1635603,1636091,1,-
yloA,yloA,BSU15640,1636131,1637849,-1,-
yloB,yloB,BSU15650,1637965,1640637,1,-
S571,S571,new_1640646_1640719,1640646,1640719,1,5'
yloC,yloC,BSU15660,1640720,1641595,1,-
ylzA,ylzA,BSU15670,1641672,1641941,1,-
gmk,gmk,BSU15680,1641949,1642563,1,-
rpoZ,rpoZ,BSU15690,1642567,1642770,1,-
coaBC,coaBC,BSU15700,1642851,1644071,1,-
S572,S572,new_1643910_1644485_c,1643910,1644485,-1,indep-Ext
priA,priA,BSU15710,1644068,1646485,1,-
defA,defA,BSU15720,1646512,1646994,1,-
fmt,fmt,BSU15730,1646999,1647952,1,-
rsmB,rsmB,BSU15740,1647939,1649282,1,-
yloN,yloN,BSU15750,1649286,1650377,1,-
prpC,prpC,BSU15760,1650384,1651148,1,-
prkC,prkC,BSU15770,1651142,1653088,1,-
cpgA,cpgA,BSU15780,1653103,1653999,1,-
rpe,rpe,BSU15790,1654004,1654657,1,-
thiN,thiN,BSU15800,1654730,1655374,1,-
S573,S573,new_1655375_1655445,1655375,1655445,1,intra
spoVM,spoVM,BSU15810,1655446,1655526,1,-
S574,S574,new_1655586_1655958,1655586,1655958,1,inter
rpmB,rpmB,BSU15820,1655599,1655787,-1,-
S575,S575,new_1655788_1655880_c,1655788,1655880,-1,5'
yloU,yloU,BSU15830,1656064,1656426,1,-
yloV,yloV,BSU15840,1656442,1658103,1,-
S576,S576,new_1658104_1658193,1658104,1658193,1,inter
sdaAB,sdaAB,BSU15850,1658242,1658904,1,-
sdaAA,sdaAA,BSU15860,1658930,1659832,1,-
recG,recG,BSU15870,1659810,1661858,1,-
fapR,fapR,BSU15880,1661967,1662533,1,-
plsX,plsX,BSU15890,1662547,1663548,1,-
fabD,fabD,BSU15900,1663567,1664520,1,-
fabG,fabG,BSU15910,1664513,1665253,1,-
acpA,acpA,BSU15920,1665337,1665570,1,-
S577,S577,new_1665639_1665709,1665639,1665709,1,5'
rnc,rnc,BSU15930,1665710,1666459,1,-
smc,smc,BSU15940,1666560,1670120,1,-
S578,S578,new_1670054_1671124_c,1670054,1671124,-1,3'PT
ftsY,ftsY,BSU15950,1670140,1671129,1,-
ylqB,ylqB,BSU15960,1671166,1671651,-1,-
ylxM,ylxM,BSU15970,1671828,1672160,1,-
ffh,ffh,BSU15980,1672174,1673514,1,-
S579,S579,new_1673515_1673619,1673515,1673619,1,intra
rpsP,rpsP,BSU15990,1673620,1673892,1,-
ylqC,ylqC,BSU16000,1673892,1674137,1,-
S580,S580,new_1674154_1674258,1674154,1674258,1,inter
ylqD,ylqD,BSU16010,1674259,1674645,1,-
rimM,rimM,BSU16020,1674650,1675174,1,-
trmD,trmD,BSU16030,1675171,1675902,1,-
rplS,rplS,BSU16040,1676033,1676389,1,-
S581,S581,new_1676463_1676531,1676463,1676531,1,5'
rbgA,rbgA,BSU16050,1676532,1677380,1,-
rnhB,rnhB,BSU16060,1677451,1678218,1,-
ylqG,ylqG,BSU16070,1678250,1679980,1,-
ylqH,ylqH,BSU16080,1679977,1680258,1,-
S582,S582,new_1680259_1680378,1680259,1680378,1,inter
sucC,sucC,BSU16090,1680431,1681588,1,-
sucD,sucD,BSU16100,1681617,1682519,1,-
dprA,dprA,BSU16110,1682580,1683473,1,-
S583,S583,new_1683508_1683660,1683508,1683660,1,5'
topA,topA,BSU16120,1683661,1685736,1,-
trmFO,trmFO,BSU16130,1685812,1687119,1,-
codV,codV,BSU16140,1687187,1688101,1,-
clpQ,clpQ,BSU16150,1688114,1688659,1,-
clpY,clpY,BSU16160,1688676,1690079,1,-
codY,codY,BSU16170,1690119,1690898,1,-
S584,S584,new_1691049_1691202,1691049,1691202,1,5'
flgB,flgB,BSU16180,1691278,1691667,1,-
flgC,flgC,BSU16190,1691667,1692119,1,-
fliE,fliE,BSU16200,1692130,1692450,1,-
fliF,fliF,BSU16210,1692496,1694106,1,-
fliG,fliG,BSU16220,1694119,1695135,1,-
S585,S585,new_1695136_1695253,1695136,1695253,1,intra
fliH,fliH,BSU16230,1695254,1695880,1,-
fliI,fliI,BSU16240,1695877,1697193,1,-
fliJ,fliJ,BSU16250,1697196,1697639,1,-
ylxF,ylxF,BSU16260,1697651,1698265,1,-
fliK,fliK,BSU16270,1698278,1699741,1,-
flgD,flgD,BSU16280,1699738,1700160,1,-
flgE,flgE,BSU16290,1700182,1700976,1,-
ylzI,ylzI,BSU16299,1701016,1701231,1,-
fliL,fliL,BSU16300,1701228,1701650,1,-
fliM,fliM,BSU16310,1701684,1702682,1,-
fliY,fliY,BSU16320,1702672,1703808,1,-
cheY,cheY,BSU16330,1703834,1704196,1,-
fliZ,fliZ,BSU16340,1704211,1704870,1,-
fliP,fliP,BSU16350,1704863,1705528,1,-
fliQ,fliQ,BSU16360,1705543,1705812,1,-
fliR,fliR,BSU16370,1705820,1706599,1,-
flhB,flhB,BSU16380,1706599,1707681,1,-
flhA,flhA,BSU16390,1707714,1709747,1,-
flhF,flhF,BSU16400,1709747,1710847,1,-
ylxH,ylxH,BSU16410,1710838,1711734,1,-
cheB,cheB,BSU16420,1711736,1712809,1,-
cheA,cheA,BSU16430,1712815,1714833,1,-
cheW,cheW,BSU16440,1714855,1715325,1,-
cheC,cheC,BSU16450,1715344,1715973,1,-
cheD,cheD,BSU16460,1715970,1716470,1,-
sigD,sigD,BSU16470,1716493,1717257,1,-
ylxL,ylxL,BSU16480,1717286,1717789,1,-
S586,S586,new_1717808_1717932,1717808,1717932,1,5'
rpsB,rpsB,BSU16490,1717933,1718673,1,-
S587,S587,new_1718700_1718774,1718700,1718774,1,inter
tsf,tsf,BSU16500,1718775,1719656,1,-
S588,S588,new_1719657_1719801,1719657,1719801,1,intra
pyrH,pyrH,BSU16510,1719802,1720524,1,-
frr,frr,BSU16520,1720526,1721083,1,-
S589,S589,new_1721108_1721213,1721108,1721213,1,5'
uppS,uppS,BSU16530,1721214,1721996,1,-
cdsA,cdsA,BSU16540,1722000,1722809,1,-
dxr,dxr,BSU16550,1722871,1724022,1,-
rseP,rseP,BSU16560,1724029,1725297,1,-
proS,proS,BSU16570,1725330,1727024,1,-
S590,S590,new_1727025_1727132,1727025,1727132,1,intra
polC,polC,BSU16580,1727133,1731446,1,-
S591,S591,new_1731447_1731511,1731447,1731511,1,inter
S592,S592,new_1731513_1731580,1731513,1731580,1,5'
S593,S593,new_1731582_1731775,1731582,1731775,1,5'
ylxS,ylxS,BSU16590,1731776,1732246,1,-
nusA,nusA,BSU16600,1732281,1733396,1,-
ylxR,ylxR,BSU16610,1733410,1733685,1,-
rplGA,rplGA,BSU16620,1733687,1733989,1,-
infB,infB,BSU16630,1734009,1736159,1,-
ylxP,ylxP,BSU16640,1736156,1736434,1,-
rbfA,rbfA,BSU16650,1736451,1736804,1,-
truB,truB,BSU16660,1736886,1737815,1,-
ribC,ribC,BSU16670,1737834,1738784,1,-
S594,S594,new_1738824_1738940,1738824,1738940,1,5'
rpsO,rpsO,BSU16680,1738941,1739210,1,-
S595,S595,new_1739238_1739323,1739238,1739323,1,inter
pnpA,pnpA,BSU16690,1739383,1741500,1,-
S596,S596,new_1741529_1741617,1741529,1741617,1,inter
ylxY,ylxY,BSU16700,1741618,1742577,1,-
mlpA,mlpA,BSU16710,1742617,1743846,1,-
ymxH,ymxH,BSU16720,1743924,1744181,1,-
S597,S597,new_1744182_1744236,1744182,1744236,1,3'UTR
S598,S598,new_1744297_1744366,1744297,1744366,1,5'
spoVFA,spoVFA,BSU16730,1744367,1745260,1,-
spoVFB,spoVFB,BSU16740,1745263,1745865,1,-
S599,S599,new_1745919_1745990,1745919,1745990,1,5'
asd,asd,BSU16750,1745991,1747031,1,-
S600,S600,new_1747032_1747122,1747032,1747122,1,intra
dapG,dapG,BSU16760,1747123,1748337,1,-
dapA,dapA,BSU16770,1748368,1749240,1,-
S601,S601,new_1748711_1749895_c,1748711,1749895,-1,indep-Ext
rnjB,rnjB,BSU16780,1749418,1751085,1,-
tepA,tepA,BSU16790,1751201,1751938,1,-
ylzJ,ylzJ,BSU16799,1751935,1752147,1,-
spoIIIE,spoIIIE,BSU16800,1752272,1754641,1,-
S602,S602,new_1754642_1754742,1754642,1754742,1,inter
ymfC,ymfC,BSU16810,1754785,1755510,1,-
ymfD,ymfD,BSU16825,1755649,1756857,1,-
ymfF,ymfF,BSU16845,1757037,1758317,1,-
ymfH,ymfH,BSU16860,1758314,1759600,1,-
S603,S603,new_1759601_1759654,1759601,1759654,1,intra
ymfI,ymfI,BSU16870,1759655,1760383,1,-
ymfJ,ymfJ,BSU16880,1760464,1760721,1,-
ymfK,ymfK,BSU16890,1760851,1761303,1,-
ymfK.1,ymfK,BSU16900,1761302,1761640,1,-
ymfM,ymfM,BSU16910,1761707,1762573,1,-
pgsA,pgsA,BSU16920,1762623,1763204,1,-
cinA,cinA,BSU16930,1763222,1764472,1,-
S604,S604,new_1764473_1764599,1764473,1764599,1,inter
recA,recA,BSU16940,1764645,1765691,1,-
S605,S605,new_1765748_1765813,1765748,1765813,1,inter
pbpX,pbpX,BSU16950,1765859,1767034,1,-
S606,S606,new_1767035_1767134,1767035,1767134,1,inter
S607,S607,new_1767136_1767309,1767136,1767309,1,5'
ymdA,ymdA,BSU16960,1767310,1768872,1,-
ymdB,ymdB,BSU16970,1768941,1769735,1,-
S608,S608,new_1769795_1769934,1769795,1769934,1,5'
spoVS,spoVS,BSU16980,1769935,1770195,1,-
S609,S609,new_1770236_1770410,1770236,1770410,1,inter
tdh,tdh,BSU16990,1770461,1771504,1,-
kbl,kbl,BSU17000,1771517,1772695,1,-
ymcB,ymcB,BSU17010,1772843,1774372,1,-
ymcA,ymcA,BSU17020,1774374,1774805,1,-
S610,S610,new_1774965_1775066,1774965,1775066,1,5'
cotE,cotE,BSU17030,1775067,1775612,1,-
mutS,mutS,BSU17040,1775745,1778321,1,-
mutL,mutL,BSU17050,1778337,1780220,1,-
S611,S611,new_1780123_1780617_c,1780123,1780617,-1,3'UTR
S612,S612,new_1780399_1780532,1780399,1780532,1,indep
ymzD,ymzD,BSU17060,1780618,1781073,-1,-
S613,S613,new_1781074_1781165_c,1781074,1781165,-1,5'
ymcC,ymcC,BSU17070,1781228,1781785,-1,-
pksA,pksA,BSU17080,1781906,1782523,1,-
S614,S614,new_1782643_1782712,1782643,1782712,1,5'
pksB,pksB,BSU17090,1782713,1783390,1,-
S615,S615,new_1783391_1783658,1783391,1783658,1,inter
S616,S616,new_1783660_1783762,1783660,1783762,1,5'
pksC,pksC,BSU17100,1783763,1784629,1,-
S617,S617,new_1784630_1785132,1784630,1785132,1,intra
pksD,pksD,BSU17110,1785133,1786107,1,-
pksE,pksE,BSU17120,1786104,1788407,1,-
acpK,acpK,BSU17130,1788469,1788717,1,-
pksF,pksF,BSU17140,1788695,1789942,1,-
pksG,pksG,BSU17150,1789943,1791205,1,-
pksH,pksH,BSU17160,1791193,1791972,1,-
pksI,pksI,BSU17170,1792012,1792761,1,-
pksJ,pksJ,BSU17180,1792806,1807937,1,-
pksL,pksL,BSU17190,1807921,1821537,1,-
pksM,pksM,BSU17200,1821553,1834341,1,-
pksN,pksN,BSU17210,1834409,1850875,1,-
pksR,pksR,BSU17220,1850890,1858521,1,-
pksS,pksS,BSU17230,1858566,1859783,-1,-
S618,S618,new_1859884_1859964_c,1859884,1859964,-1,inter
ymzB,ymzB,BSU17240,1860014,1860370,-1,-
ymaE,ymaE,BSU17250,1860449,1861273,-1,-
aprX,aprX,BSU17260,1861384,1862712,-1,-
ymzE,ymzE,BSU17267,1862992,1863168,1,-
S619,S619,new_1863194_1863382,1863194,1863382,1,inter
ymaC,ymaC,BSU17270,1863448,1864155,1,-
ymaD,ymaD,BSU17280,1864225,1864677,1,-
ebrB,ebrB,BSU17290,1864691,1865044,-1,-
ebrA,ebrA,BSU17300,1865058,1865375,-1,-
ymaG,ymaG,BSU17310,1865512,1865787,-1,-
ymaF,ymaF,BSU17320,1865876,1866289,1,-
miaA,miaA,BSU17330,1866389,1867333,1,-
ymaH,ymaH,BSU17340,1867373,1867594,1,-
ymzC,ymzC,BSU17350,1867790,1868062,1,-
ymzA,ymzA,BSU17360,1868144,1868374,1,-
S620,S620,new_1868375_1868451,1868375,1868451,1,3'UTR
S621,S621,new_1868453_1868560,1868453,1868560,1,inter
nrdI,nrdI,BSU17370,1868617,1869009,1,-
nrdE,nrdE,BSU17380,1868969,1871071,1,-
nrdF,nrdF,BSU17390,1871089,1872078,1,-
S622,S622,new_1872092_1872751_c,1872092,1872751,-1,3'PT
ymaB,ymaB,BSU17400,1872128,1872748,1,-
S623,S623,new_1872786_1873153,1872786,1873153,1,indep-Ext
cwlC,cwlC,BSU17410,1872812,1873579,-1,-
S624,S624,new_1874062_1874202,1874062,1874202,1,5'
spoVK,spoVK,BSU17420,1874203,1875171,1,-
ynbA,ynbA,BSU17430,1875304,1876566,1,-
ynbB,ynbB,BSU17440,1876584,1877849,1,-
glnR,glnR,BSU17450,1877959,1878366,1,-
glnA,glnA,BSU17460,1878425,1879759,1,-
S625,S625,new_1879781_1880041,1879781,1880041,1,inter
ynxB,ynxB,BSU17470,1880087,1880377,1,-
S626,S626,new_1880378_1880622,1880378,1880622,1,intra
ynzF,ynzF,BSU17480,1880623,1880967,1,-
ynzG,ynzG,BSU17490,1881098,1881349,1,-
S627,S627,new_1881406_1881535,1881406,1881535,1,5'
ynaB,ynaB,BSU17500,1881536,1881970,1,-
ynaC,ynaC,BSU17510,1882040,1882831,1,-
ynaD,ynaD,BSU17520,1883166,1883678,1,-
S628,S628,new_1884169_1884237,1884169,1884237,1,5'
ynaE,ynaE,BSU17530,1884238,1884879,1,-
S629,S629,new_1884880_1884967,1884880,1884967,1,intra
ynaF,ynaF,BSU17540,1884968,1885321,1,-
ynaG,ynaG,BSU17550,1885365,1885640,1,-
ynzI,ynzI,BSU17559,1885753,1885917,1,-
S630,S630,new_1885918_1886056,1885918,1886056,1,intra
ynaI,ynaI,BSU17560,1886057,1886527,1,-
S631,S631,new_1886528_1887351,1886528,1887351,1,intra
xynP,xynP,BSU17570,1887352,1888743,1,-
xynB,xynB,BSU17580,1888774,1890375,1,-
S632,S632,new_1888890_1889195_c,1888890,1889195,-1,indep-Ext
xylR,xylR,BSU17590,1890512,1891564,-1,-
S633,S633,new_1891565_1891743_c,1891565,1891743,-1,5'
S634,S634,new_1891803_1891907,1891803,1891907,1,5'
xylA,xylA,BSU17600,1891908,1893245,1,-
S635,S635,new_1893246_1893320,1893246,1893320,1,3'UTR
xylB,xylB,BSU17610,1893396,1894895,1,-
S636,S636,new_1894896_1895211,1894896,1895211,1,3'UTR
yncB,yncB,BSU17620,1895378,1896013,-1,-
S637,S637,new_1896225_1896423,1896225,1896423,1,5'
yncC,yncC,BSU17630,1896424,1897839,1,-
alrB,alrB,BSU17640,1897941,1899125,-1,-
S638,S638,new_1899126_1899205_c,1899126,1899205,-1,5'
yncE,yncE,BSU17650,1899589,1900050,1,-
yncF,yncF,BSU17660,1900080,1900514,1,-
S639,S639,new_1900263_1900568_c,1900263,1900568,-1,3'PT
S640,S640,new_1900515_1901611,1900515,1901611,1,intra
S641,S641,new_1900570_1900855_c,1900570,1900855,-1,indep
cotU,cotU,BSU17670,1901117,1901377,-1,-
ynzJ,ynzJ,BSU17678,1901612,1901737,1,-
S642,S642,new_1901738_1901854,1901738,1901854,1,inter
S643,S643,new_1901856_1902166,1901856,1902166,1,5'
thyA,thyA,BSU17680,1902219,1903058,1,-
S644,S644,new_1903165_1903471_c,1903165,1903471,-1,3'UTR
S645,S645,new_1903330_1903490,1903330,1903490,1,indep
yncM,yncM,BSU17690,1903511,1904263,-1,-
S646,S646,new_1904268_1904392_c,1904268,1904392,-1,inter
ynzK,ynzK,BSU17699,1904393,1904749,-1,-
cotC,cotC,BSU17700,1904995,1905195,-1,-
tatAC,tatAC,BSU17710,1905370,1905558,-1,-
S647,S647,new_1905706_1905808,1905706,1905808,1,5'
yndA,yndA,BSU17720,1905809,1906207,1,-
S648,S648,new_1906208_1907012,1906208,1907012,1,inter
yndB,yndB,BSU17730,1906272,1906706,-1,-
ynzB,ynzB,BSU17740,1907013,1907201,1,-
S649,S649,new_1907202_1907287,1907202,1907287,1,3'UTR
S650,S650,new_1907334_1907493,1907334,1907493,1,5'
yndD,yndD,BSU17750,1907494,1909056,1,-
yndE,yndE,BSU17760,1909086,1910177,1,-
yndF,yndF,BSU17770,1910167,1911381,1,-
yndG,yndG,BSU17780,1911528,1912334,1,-
S651,S651,new_1912142_1913240_c,1912142,1913240,-1,indep-Ext
yndH,yndH,BSU17790,1912339,1912956,1,-
yndJ,yndJ,BSU17800,1912953,1914593,1,-
S652,S652,new_1914233_1914999_c,1914233,1914999,-1,3'PT
yndK,yndK,BSU17810,1914630,1914995,1,-
S653,S653,new_1915001_1915132_c,1915001,1915132,-1,indep
S654,S654,new_1915122_1915220,1915122,1915220,1,5'
S655,S655,new_1915134_1915264_c,1915134,1915264,-1,5'
yndL,yndL,BSU17820,1915221,1915979,1,-
S656,S656,new_1915794_1916005_c,1915794,1916005,-1,3'Ext
S657,S657,new_1916003_1916622,1916003,1916622,1,inter
yndM,yndM,BSU17830,1916006,1916545,-1,-
fosB,fosB,BSU17840,1916663,1917097,1,-
S658,S658,new_1917098_1917430,1917098,1917430,1,inter
S659,S659,new_1917432_1917610,1917432,1917610,1,indep
lexA,lexA,BSU17850,1917639,1918256,-1,-
yneA,yneA,BSU17860,1918406,1918723,1,-
yneB,yneB,BSU17870,1918742,1919395,1,-
ynzC,ynzC,BSU17880,1919459,1919692,1,-
S660,S660,new_1919693_1919828,1919693,1919828,1,inter
tkt,tkt,BSU17890,1919861,1921864,1,-
S661,S661,new_1921866_1922524_c,1921866,1922524,-1,indep-Ext
yneE,yneE,BSU17900,1922017,1922463,1,-
yneF,yneF,BSU17910,1922549,1922767,1,-
S662,S662,new_1922824_1923123,1922824,1923123,1,inter
ynzD,ynzD,BSU17920,1922841,1923014,-1,-
S663,S663,new_1923125_1923233,1923125,1923233,1,5'
ccdA,ccdA,BSU17930,1923234,1923941,1,-
yneI,yneI,BSU17940,1924030,1924392,1,-
yneJ,yneJ,BSU17950,1924471,1924962,1,-
yneK,yneK,BSU17960,1924993,1925421,-1,-
S664,S664,new_1925453_1925538_c,1925453,1925538,-1,5'
S665,S665,new_1925528_1925637,1925528,1925637,1,indep
S666,S666,new_1925540_1925623_c,1925540,1925623,-1,inter
cotM,cotM,BSU17970,1925655,1926047,-1,-
sspP,sspP,BSU17980,1926128,1926274,-1,-
sspO,sspO,BSU17990,1926306,1926452,-1,-
