source	target	sign	mechanism
sigB	yjgB	1	sigma factor
sigK	cotX	1	sigma factor
gerE	cotX	1	TF
spoIIID	cotX	-1	TF
lexA	parC	-1	TF-proteolyse
sigB	ctsR	1	sigma factor
sigA	ctsR	1	sigma factor
ctsR	ctsR	-1	TF+unstability
sigA	codY	1	sigma factor
codY	codY	-1	TF+M
sigA	ykuL	1	sigma factor
spo0A	ykuL	1	TF+PP
ccpA	ykuL	-1	TF+PP+M
ccpC	ykuL	-1	 TF+M+DNA
sigK	spsJ	1	sigma factor
sigE	spsJ	1	sigma factor
sigE	spoIIID	1	sigma factor
sigK	yhjR	1	sigma factor
sigE	yhjR	1	sigma factor
gerE	yhjR	-1	TF
hypR	yybR	1	TF+S
sigA	ytnM	1	sigma factor
ytlI	ytnM	1	TF+M
cymR	ytnM	-1	TF+P+M
spx	ytnM	-1	TF+S
yvfU	yvfT	0	silico-TF+TC
abrB	yhjM	-1	TF
ntdR	yhjM	0	TF+M
sigA	tagB	1	sigma factor
walR	tagB	1	TF+TC
phoP	tagB	-1	TF+TC
stringent response	spcB	-1	unk
sigA	mtnX	1	sigma factor
S-box-SAM	mtnX	-1	
sigW	yknW	1	sigma factor
abrB	yknW	-1	TF
tnrA	ywlF	-1	TF+P+M
sigG	gpr	1	sigma factor
sigF	gpr	1	sigma factor
spoVT	gpr	-1	TF
rsfA	gpr	1	P
sigE	cotO	1	sigma factor
sigA	ssuC	1	sigma factor
cymR	ssuC	-1	TF+P+M
spx	ssuC	-1	TF+S
sigK	ytwI	1	sigma factor
sinR	slrR	-1	TF
abrB	slrR	-1	TF
abh	slrR	1	TF
ccpA	gutR	-1	TF+PP+M
gutR	gutR	0	TF+M
sigA	sumT	1	sigma factor
S-box-SAM	sumT	-1	
cymR	sumT	-1	TF+P+M
sigB	yoxC	1	sigma factor
ydaO riboswitch	ktrA	1	riboswitch
sigW	fosB	1	sigma factor
sigG	sleB	1	sigma factor
spoVT	sleB	-1	TF
sigG	yojJ	1	sigma factor
sigE	ykvI	1	sigma factor
spoIIID	ykvI	-1	TF
T-box-PRO	proI	1	RNA switch
sigG	yhcA	1	sigma factor
comK	yhcA	1	TF
sigB	ykzI	1	sigma factor
sigK	ykzI	1	sigma factor
sigA	folEB	1	sigma factor
zur	folEB	-1	TF+M
sigA	sirB	1	sigma factor
S-box-SAM	sirB	-1	
cymR	sirB	-1	TF+P+M
sigW	ydjH	1	sigma factor
abrB	ydjH	-1	TF
sigA	mtnE	1	sigma factor
sigA	iolG	1	sigma factor
iolR	iolG	-1	TF+M
ccpA	iolG	-1	TF+PP+M
sigG	gerBC	1	sigma factor
spoVT	gerBC	-1	TF
sigA	ygaN	1	sigma factor
cymR	ygaN	-1	TF+P+M
spx	ygaN	-1	TF+S
degA	yrbE	0	silico-TF+M
stringent response	rplB	-1	unk
codY	asnH	-1	TF+M
abrB	asnH	-1	TF
sigA	aprX	1	sigma factor
sigK	aprX	1	sigma factor
lexA	aprX	-1	TF-proteolyse
sigH	ogt	1	sigma factor
sigA	ogt	1	sigma factor
codY	ogt	0	TF+M
stringent response	tsf	-1	unk
ahrC	argG	-1	TF+M
codY	yjcH	0	TF+M
lexA	yozL	-1	TF-proteolyse
sigA	yuzL	1	sigma factor
sdpR	yuzL	1	TF+P
fadR	yuzL	-1	TF+M
ccpA	yuzL	-1	TF+PP+M
sigG	spoVAD	1	sigma factor
spoVT	spoVAD	1	TF
sigA	pdhA	1	sigma factor
stringent response	pdhA	-1	unk
sigA	comEB	1	sigma factor
comN	comEB	0	P-PTC
comK	comEB	1	TF
sigA	pabA	1	sigma factor
TRAP	pabA	-1	RNA-BAP
sigB	csbD	1	sigma factor
sigA	dhbF	1	sigma factor
fur	dhbF	-1	TF+M
abrB	dhbF	-1	TF
sigB	yfkD	1	sigma factor
sigG	yfkD	1	sigma factor
sigB	yaaI	1	sigma factor
sigB	ygxB	1	sigma factor
Thi-box	thiS	-1	riboswitch
tenI	thiS	-1	unk
sigG	yhcC	1	sigma factor
comK	yhcC	1	TF
sigF	yhfW	1	sigma factor
as-yonT	yonT	-1	antisense RNA
sigA	htpG	1	sigma factor
sigE	spoVB	1	sigma factor
spoIIID	spoVB	-1	TF
sigE	yhdB	1	sigma factor
sigW	yknZ	1	sigma factor
abrB	yknZ	-1	TF
Thi-box	thiT	-1	riboswitch
A-box-ADE	pbuE	1	riboswitch
sigG	yusN	1	sigma factor
spoVT	yusN	-1	TF
sigK	yitD	1	sigma factor
sigE	yitD	1	sigma factor
spoIIID	yitD	-1	TF
fruR	fruA	-1	unk
spo0A	fruA	-1	TF+PP
ccpA	fruA	-1	TF+PP+M
sigD	flhA	1	sigma factor
sigA	flhA	1	sigma factor
spo0A	flhA	-1	TF+PP
codY	flhA	-1	TF+M
sigA	trpP	1	sigma factor
TRAP	trpP	-1	RNA-BAP
sigG	yfkE	1	sigma factor
sigB	yfkE	1	sigma factor
yvrI-YvrHa	oxdC	1	sigma like factor
sigB	rsbRD	1	sigma factor
sigA	dctR	1	sigma factor
dctR	dctR	1	TF+TC
ccpA	dctR	-1	TF+PP+M
Thi-box	thiD	-1	riboswitch
tenI	thiD	-1	unk
sigA	resC	1	sigma factor
resD	resC	1	TF+TC
phoP	resC	1	TF+TC
ccpA	resC	-1	TF+PP+M
sigK	yfnG	1	sigma factor
sigE	yfnG	1	sigma factor
sigE	comER	1	sigma factor
sigD	fliR	1	sigma factor
sigA	fliR	1	sigma factor
spo0A	fliR	-1	TF+PP
codY	fliR	-1	TF+M
sigF	yrrS	1	sigma factor
sigE	yrrS	1	sigma factor
sigH	spo0F	1	sigma factor
sigA	spo0F	1	sigma factor
spo0A	spo0F	1	TF+PP
ycnK	ycnK	-1	TF+M
abrB	ycnK	-1	TF
sigH	bsaA	1	sigma factor
sigA	yrrT	1	sigma factor
spx	yrrT	1	TF+S
cymR	yrrT	-1	TF+P+M
sigH	yoxA	1	sigma factor
sigB	yoxA	1	sigma factor
sigA	pucB	1	sigma factor
tnrA	pucB	1	TF+P+M
pucR	pucB	1	TF+M
sigH	bacF	1	sigma factor
scoC	bacF	-1	TF
codY	bacF	-1	TF+M
abrB	bacF	-1	TF
sigB	yvgN	1	sigma factor
sinR	yvgN	-1	TF
comK	nucA	1	TF
sigH	phrE	1	sigma factor
sigA	phrE	1	sigma factor
comA	phrE	1	TF+TC
codY	phrE	-1	TF+M
ccpA	phrE	-1	TF+PP+M
abrB	phrE	-1	TF
sigM	ycgQ	1	sigma factor
abrB	yokL	-1	TF
sigA	liaS	1	sigma factor
liaR	liaS	1	TF+TC
abrB	liaS	-1	TF
sigB	yxaB	1	sigma factor
abrB	yxaB	-1	TF
sigB	yxzF	1	sigma factor
mta	ymfH	1	TF+M
sigA	dctS	1	sigma factor
dctR	dctS	1	TF+TC
ccpA	dctS	-1	TF+PP+M
sigE	yetO	1	sigma factor
codY	ybxG	0	TF+M
sigK	ycsG	1	sigma factor
tnrA	ycsG	1	TF+P+M
kipR	ycsG	-1	TF+unk
sigK	thiV	1	sigma factor
Thi-box	thiV	-1	riboswitch
sigK	yqfQ	1	sigma factor
sigA	menC	1	sigma factor
sigK	spsG	1	sigma factor
sigE	spsG	1	sigma factor
sigA	epsB	1	sigma factor
sigH	epsB	1	sigma factor
sinR	epsB	-1	TF
abrB	epsB	-1	TF
sigA	thiM	1	sigma factor
sigM	coaX	1	sigma factor
sigA	purD	1	sigma factor
purR	purD	-1	TF+M
G-box-HXTX	purD	1	riboswitch
G-box-GUA	purD	1	riboswitch
abrB	yokJ	-1	TF
lexA	yqjX	-1	TF-proteolyse
sigH	yuxL	1	sigma factor
sigL	rocC	1	sigma factor
rocR	rocC	1	TF+M
codY	rocC	-1	TF+M
ahrC	rocC	1	TF+M
abrB	rocC	-1	TF
sigK	yhcJ	1	sigma factor
spo0A	yneF	1	TF+PP
lexA	yneF	0	TF-proteolyse
T-box-ILE	ileS	1	RNA switch
ycbG	gudP	-1	TF+M
sigK	cotC	1	sigma factor
spoIIID	cotC	-1	TF
gerE	cotC	1	TF
sigA	ytrD	1	sigma factor
ytrA	ytrD	-1	TF-M
abrB	ybdN	-1	TF
sigG	yurZ	1	sigma factor
sigA	drm	1	sigma factor
ccpA	drm	-1	TF+PP+M
sigA	srfAD	1	sigma factor
spx	srfAD	-1	TF+S
perR	srfAD	1	TF+S
comA	srfAD	1	TF+TC
codY	srfAD	-1	TF+M
abh	srfAD	-1	TF
stringent response	rpsF	-1	unk
comK	rpsF	1	TF
sigD	ylqB	1	sigma factor
abrB	ylqB	-1	TF
sigK	cgeA	1	sigma factor
gerR	cgeA	1	TF
gerE	cgeA	1	TF
sigG	sspJ	1	sigma factor
sigE	spoIIIAE	1	sigma factor
gerR	spoIIIAE	-1	TF
spoIIID	spoIIIAE	-1	TF
gerE	spoIIIAE	-1	TF
stringent response	ybxB	-1	unk
lacR	ganB	-1	TF+M
ccpA	ganB	0	TF+PP+M
sigK	yhcO	1	sigma factor
sigE	yhcO	1	sigma factor
sigF	yfkO	1	sigma factor
hypR	yfkO	1	TF+S
sigA	ctaE	1	sigma factor
resD	ctaE	1	TF+TC
ccpA	ctaE	-1	TF+PP+M
abrB	ctaE	-1	TF
abh	ctaE	-1	TF
sigG	sspC	1	sigma factor
spoVT	sspC	1	TF
frlR	frlO	-1	TF+M
codY	frlO	-1	TF+M
sigK	spsB	1	sigma factor
sigA	dppA	1	sigma factor
codY	dppA	-1	TF+M
abrB	dppA	-1	TF
sigE	spoVR	1	sigma factor
sigK	cgeD	1	sigma factor
gerE	cgeD	1	TF
lexA	ydiO	-1	TF-proteolyse
ccpA	yxkF	-1	TF+PP+M
sigL	bkdAA	1	sigma factor
codY	bkdAA	-1	TF+M
bkdR	bkdAA	1	TF+M
tnrA	bkdAA	-1	TF+P+M
sigB	bmrR	1	sigma factor
sigA	bmrR	1	sigma factor
mta	bmrR	1	TF+M
bmrR	bmrR	1	TF+M
yvbF/YvaV	yvbF	0	silico-TF+unk
sigF	spoIIR	1	sigma factor
rsfA	spoIIR	-1	P
sigA	ylxS	1	sigma factor
stringent response	ylxS	-1	unk
sigF	ytfI	1	sigma factor
yclJ	yfjR	1	TF+TC
sigE	bdbC	1	sigma factor
comK	bdbC	1	TF
sigL	bkdAB	1	sigma factor
codY	bkdAB	-1	TF+M
bkdR	bkdAB	1	TF+M
tnrA	bkdAB	-1	TF+P+M
sigG	yvdQ	1	sigma factor
sigE	ybaS	1	sigma factor
gerR	ybaS	-1	TF
mhqR	ydfN	-1	TF+M
sigE	uxuA	1	sigma factor
sigA	uxuA	1	sigma factor
exuR	uxuA	-1	TF+M
ccpA	uxuA	-1	TF+PP+M
spoIIID	uxuA	-1	TF
sigA	gabD	1	sigma factor
sigB	gabD	1	sigma factor
gabR	gabD	1	TF+M
sigH	ypgQ	1	sigma factor
sigA	ldh	1	sigma factor
rex	ldh	-1	TF+M
resD	ldh	1	TF+TC
arfM	ldh	1	TF
alsR	ldh	1	TF+M
fnr	ldh	0	TF+M
sigE	yrbD	1	sigma factor
tnrA	yrbD	0	TF+P+M
codY	yxnB	-1	TF+M
abrB	yxnB	-1	TF
sigG	tepA	1	sigma factor
spoVT	tepA	-1	TF
sigE	yycN	1	sigma factor
sigE	uxaB	1	sigma factor
sigA	uxaB	1	sigma factor
exuR	uxaB	-1	TF+M
ccpA	uxaB	-1	TF+PP+M
spoIIID	uxaB	-1	TF
mhqR	yodE	-1	TF+M
sigD	ywcH	1	sigma factor
sigA	ywcH	1	sigma factor
spx	ywcH	1	TF+S
spo0A	ywcH	-1	TF+PP
sigH	rapI	1	sigma factor
sigA	rapI	1	sigma factor
abrB	ynzD	-1	TF
sigH	yhcS	1	sigma factor
sigB	ydbP	1	sigma factor
sigE	spoIVA	1	sigma factor
spoIIID	spoIVA	-1	TF
sigA	ykuJ	1	sigma factor
spo0A	ykuJ	1	TF+PP
ccpC	ykuJ	-1	 TF+M+DNA
ccpA	ykuJ	-1	TF+PP+M
ydaO riboswitch	ktrB	1	riboswitch
sigG	bofC	1	sigma factor
sigF	bofC	1	sigma factor
sigB	bofC	1	sigma factor
ccpA	bofC	-1	TF+PP+M
spoVT	bofC	-1	TF
codY	yuiA	-1	TF+M
tnrA	yuiA	0	TF+P+M
sigK	ykoW	1	sigma factor
sigA	pucM	1	sigma factor
tnrA	pucM	1	TF+P+M
pucR	pucM	1	TF+M
sigB	yfkI	1	sigma factor
sigA	yfkI	1	sigma factor
sigE	mpr	1	sigma factor
spoIIID	mpr	1	TF
sigH	fumC	1	sigma factor
sigA	fumC	1	sigma factor
ccpA	fumC	-1	TF+PP+M
sigD	fliQ	1	sigma factor
sigA	fliQ	1	sigma factor
spo0A	fliQ	-1	TF+PP
codY	fliQ	-1	TF+M
sigE	kbaA	1	sigma factor
spoIIID	kbaA	-1	TF
sigA	cssR	1	sigma factor
cssR	cssR	1	TF+TC
sigA	yydJ	1	sigma factor
rok	yydJ	-1	TF
abrB	yydJ	-1	TF
sigA	antE	1	sigma factor
abrB	antE	-1	TF
sigA	recA	1	sigma factor
lexA	recA	-1	TF-proteolyse
comK	recA	1	TF
sigK	yabG	1	sigma factor
sigA	albE	1	sigma factor
rok	albE	-1	TF
resD	albE	1	TF+TC
abrB	albE	-1	TF
sigM	ddl	1	sigma factor
abrB	ybaJ	-1	TF
sigE	yokU	1	sigma factor
sigB	yugU	1	sigma factor
sigM	mreB	1	sigma factor
sigH	mreB	1	sigma factor
sigA	cysI	1	sigma factor
cysL	cysI	1	TF+M
yetL	cysI	0	TF+M
sigK	ywnF	1	sigma factor
sigF	ywnF	1	sigma factor
ccpA	lplA	0	TF+PP+M
spoIIID	ydcI	1	TF
sigA	ntdB	1	sigma factor
sigE	ntdB	1	sigma factor
ntdR	ntdB	1	TF+M
gerR	ntdB	-1	TF
fur	yetG	-1	TF+M
sigK	ytcB	1	sigma factor
sigL	bcd	1	sigma factor
codY	bcd	-1	TF+M
bkdR	bcd	1	TF+M
tnrA	bcd	-1	TF+P+M
sigA	hemL	1	sigma factor
perR	hemL	-1	TF+S
sigE	khtS	1	sigma factor
sigA	araR	1	sigma factor
araR	araR	-1	TF+M
ccpA	araR	0	TF+PP+M
sigB	spo0E	1	sigma factor
sigA	spo0E	1	sigma factor
rok	spo0E	-1	TF
abrB	spo0E	-1	TF
sigK	mdxD	1	sigma factor
sigE	mdxD	1	sigma factor
mdxR	mdxD	0	silico-TF+M
sigX	bcrC	1	sigma factor
sigW	bcrC	1	sigma factor
sigM	bcrC	1	sigma factor
sigI	bcrC	1	sigma factor
stringent response	rpmB	-1	unk
phoP	tatCD	1	TF+TC
ccpA	yvnA	-1	TF+PP+M
abrB	yvnA	-1	TF
sigA	pyrP	1	sigma factor
pyrR	pyrP	1	P-AT+M
purR	pyrP	-1	TF+M
codY	ybbD	0	TF+M
murR	ybbD	0	silico-TF+M
sigB	ycdG	1	sigma factor
sigB	yxiS	1	sigma factor
codY	thiI	0	TF+M
sigA	cydC	1	sigma factor
rex	cydC	-1	TF+M
resD	cydC	1	TF+TC
ccpA	cydC	-1	TF+PP+M
sigA	kinC	1	sigma factor
spo0A	kinC	1	TF+PP
sigE	yjbE	1	sigma factor
spoIIID	yjbE	-1	TF
sigA	nifS	1	sigma factor
nadR	nifS	-1	TF+M
degU	pgsA.1	1	TF+TC
tnrA	pgsA.1	0	TF+P+M
sigB	yflA	1	sigma factor
abrB	yflA	-1	TF
abh	yflA	-1	TF
sigA	tcyJ	1	sigma factor
ytlI	tcyJ	1	TF+M
cymR	tcyJ	-1	TF+P+M
spx	tcyJ	-1	TF+S
sigH	ykoM	1	sigma factor
ccpA	ykoM	0	TF+PP+M
yetL	yetM	-1	TF+M
sigA	liaG	1	sigma factor
liaR	liaG	1	TF+TC
abrB	liaG	-1	TF
sigF	yusW	1	sigma factor
sigA	mta	1	sigma factor
mta	mta	1	TF+M
sigG	ylzJ	1	sigma factor
sigE	scoA	1	sigma factor
ccpA	scoA	-1	TF+PP+M
spoIIID	scoA	-1	TF
sigW	yqfB	1	sigma factor
sigE	yhbH	1	sigma factor
phoP	yhbH	1	TF+TC
spoIIID	yhbH	-1	TF
codY	adeC	0	TF+M
S-box-SAM	yxjG	-1	
sigA	nasE	1	sigma factor
tnrA	nasE	1	TF+P+M
resD	nasE	1	TF+TC
nsrR	nasE	-1	TF+M
fur	nasE	-1	TF+M
arfM	nasE	1	TF
codY	nasE	0	TF+M
natR	natB	1	TF+TC
spo0A	divIVA	-1	TF+PP
purR	purR	-1	TF+M
sigK	yodN	1	sigma factor
sigE	yodN	1	sigma factor
sigM	ponA	1	sigma factor
codY	yuxJ	0	TF+M
sigA	tcyK	1	sigma factor
ytlI	tcyK	1	TF+M
cymR	tcyK	-1	TF+P+M
spx	tcyK	-1	TF+S
sigE	yknT	1	sigma factor
spoIIID	yknT	1	TF
gltR	yrpB	0	unk
sigE	yugT	1	sigma factor
spx	yugT	1	TF+S
sigE	cypA	1	sigma factor
gerR	cypA	-1	TF
yesS	yesO	0	TF+P+unk
ccpA	yesO	0	TF+PP+M
spo0A	yxbC	1	TF+PP
codY	yxbC	-1	TF+M
abrB	yxbC	-1	TF
sigK	cotT	1	sigma factor
sigE	cotT	1	sigma factor
spoIIID	cotT	1	TF
sknR	yqzO	-1	TF
stringent response	atpC	-1	unk
sigA	ssuD	1	sigma factor
cymR	ssuD	-1	TF+P+M
spx	ssuD	-1	TF+S
sigA	gltB	1	sigma factor
tnrA	gltB	-1	TF+P+M
gltC	gltB	1	TF+M
fsrA	gltB	-1	small regulatory RNA
gltC2	gltB	-1	TF+M
gltC1	gltB	1	TF+M
gltC0	gltB	1	TF+M
yhdI/YdeL	ydeK	0	silico-TF+unk
ccpA	lplB	0	TF+PP+M
sigG	yrzK	1	sigma factor
sigF	yrzK	1	sigma factor
sigA	gyrB	1	sigma factor
sigE	gerM	1	sigma factor
spoIIID	gerM	-1	TF
yodB	catE	-1	TF+S
catR	catE	-1	TF+S
sigB	yfkS	1	sigma factor
sigA	iolD	1	sigma factor
iolR	iolD	-1	TF+M
ccpA	iolD	-1	TF+PP+M
degA	yisS	0	silico-TF+M
sigA	alsS	1	sigma factor
stringent response	alsS	1	unk
rex	alsS	-1	TF+M
alsR	alsS	1	TF+M
ccpA	alsS	1	TF+PP+M
arfM	alsS	1	TF
sigA	sacB	1	sigma factor
sacY	sacB	1	P-AT+PTS
degU	sacB	1	TF+TC
tenA	sacB	1	unk
sacT	sacB	1	P-AT+PTS
sigE	spoIID	1	sigma factor
spoIIID	spoIID	-1	TF
sigF	yqhQ	1	sigma factor
sigB	yqhQ	1	sigma factor
sigA	folB	1	sigma factor
TRAP	folB	-1	RNA-BAP
sigA	iolC	1	sigma factor
iolR	iolC	-1	TF+M
ccpA	iolC	-1	TF+PP+M
sigE	spoIVFA	1	sigma factor
spoIIID	spoIVFA	-1	TF
codY	guaB	1	TF+M
sigA	rbsA	1	sigma factor
ccpA	rbsA	-1	TF+PP+M
abrB	rbsA	1	TF
rbsR	rbsA	0	silico-TF+M
sknR	yqaL	-1	TF
sigA	purA	1	sigma factor
purR	purA	-1	TF+M
yabJ	purA	1	TF+M
sigD	yjcQ	1	sigma factor
sigA	lrpC	1	sigma factor
dnaA	yydA	-1	TF
sigA	leuC	1	sigma factor
tnrA	leuC	-1	TF+P+M
fsrA	leuC	-1	small regulatory RNA
codY	leuC	-1	TF+M
ccpA	leuC	1	TF+PP+M
T-box-LEU	leuC	1	RNA switch
sigE	ymxH	1	sigma factor
sigB	rsbV	1	sigma factor
sigA	rsbV	1	sigma factor
ccpA	rsbV	-1	TF+PP+M
sigA	guaA	1	sigma factor
sigA	yvyI	1	sigma factor
ccpA	yvyI	0	TF+PP+M
psdR	yvcS	1	TF+TC
sigA	etfA	1	sigma factor
fadR	etfA	-1	TF+M
ccpA	etfA	-1	TF+PP+M
sigB	ydfO	1	sigma factor
mhqR	ydfO	-1	TF+M
sigW	sppA	1	sigma factor
sigA	purM	1	sigma factor
purR	purM	-1	TF+M
G-box-HXTX	purM	1	riboswitch
G-box-GUA	purM	1	riboswitch
yybA	yyaT	0	silico-TF+unk
rghR	yvaM	-1	TF
sigA	malR	1	sigma factor
glvR	malR	1	TF+M
ccpA	malR	-1	TF+PP+M
malR	malR	1	TF+TC
sigA	secA	1	sigma factor
sigA	cggR	1	sigma factor
cggR	cggR	-1	TF+M
lexA	yerH	-1	TF-proteolyse
sigE	ywcA	1	sigma factor
spoIIID	ywcA	-1	TF
sigA	glcP	1	sigma factor
sigE	glcP	1	sigma factor
ntdR	glcP	1	TF+M
gerR	glcP	-1	TF
sigB	bmr	1	sigma factor
sigA	bmr	1	sigma factor
mta	bmr	1	TF+M
bmrR	bmr	1	TF+M
sigB	rsbT	1	sigma factor
sigA	rsbT	1	sigma factor
lexA	sipV	-1	TF-proteolyse
tnrA	yvgT	0	TF+P+M
sigA	sacP	1	sigma factor
sacT	sacP	1	P-AT+PTS
ccpA	sacP	-1	TF+PP+M
sacY	sacP	1	P-AT+PTS
sigG	yndD	1	sigma factor
spoVT	yndD	-1	TF
sigA	liaH	1	sigma factor
liaR	liaH	1	TF+TC
abrB	liaH	-1	TF
sigA	araQ	1	sigma factor
ccpA	araQ	-1	TF+PP+M
araR	araQ	-1	TF+M
sigA	yneI	1	sigma factor
sigH	yneI	1	sigma factor
sigA	amhX	1	sigma factor
codY	amhX	0	TF+M
yvrI-YvrHa	rsoA	1	sigma like factor
yvrHb	rsoA	1	TF+TC
sigA	trpB	1	sigma factor
TRAP	trpB	-1	RNA-BAP
lexA	yorC	-1	TF-proteolyse
sigH	phrF	1	sigma factor
comA	phrF	1	TF+TC
sigG	spoVAB	1	sigma factor
spoVT	spoVAB	1	TF
xre	xkdB	-1	TF
sigB	guaD	1	sigma factor
sigA	guaD	1	sigma factor
pucR	guaD	1	TF+M
sigK	yclG	1	sigma factor
sigE	yclG	1	sigma factor
gerR	yclG	-1	TF
tnrA	yclG	0	TF+P+M
sigG	sspD	1	sigma factor
spoVT	sspD	1	TF
sigG	yhcV	1	sigma factor
xylR	xylR	0	TF+M
stringent response	ylbN	-1	unk
sigG	glcU	1	sigma factor
spoVT	glcU	-1	TF
glcR	ywpJ	0	silico-TF+unk
natR	natA	1	TF+TC
sigD	cheB	1	sigma factor
sigA	cheB	1	sigma factor
spo0A	cheB	-1	TF+PP
codY	cheB	-1	TF+M
sigG	yhcD	1	sigma factor
comK	yhcD	1	TF
sigA	eglS	1	sigma factor
stringent response	yugI	-1	unk
sigG	cwlD	1	sigma factor
sigE	cwlD	1	sigma factor
lexA	cwlD	-1	TF-proteolyse
spoVT	cwlD	1	TF
spoIIID	cwlD	-1	TF
perR	katA	-1	TF+S
sigL	acoA	1	sigma factor
sigK	acoA	1	sigma factor
ccpA	acoA	-1	TF+PP+M
acoR	acoA	1	TF+M
tnrA	oppB	1	TF+P+M
scoC	oppB	-1	TF
codY	oppB	0	TF+M
sigX	yabO	1	sigma factor
sigW	yabO	1	sigma factor
sigE	yabO	1	sigma factor
spoIIID	yabO	-1	TF
sigA	glpF	1	sigma factor
glpP	glpF	1	P-AT+PTS
ccpA	glpF	-1	TF+PP+M
abrB	glpF	1	TF
sigB	ywlB	1	sigma factor
sigE	ywlB	1	sigma factor
spoIIID	ywlB	-1	TF
sigA	gutP	1	sigma factor
gutR	gutP	1	TF+M
sigA	hemA	1	sigma factor
perR	hemA	-1	TF+S
sigG	yndE	1	sigma factor
spoVT	yndE	-1	TF
sigH	ureB	1	sigma factor
sigA	ureB	1	sigma factor
tnrA	ureB	1	TF+P+M
pucR	ureB	1	TF+M
glnR	ureB	-1	TF+P+M
codY	ureB	-1	TF+M
sigA	pabB	1	sigma factor
TRAP	pabB	-1	RNA-BAP
sigA	tcyM	1	sigma factor
ytlI	tcyM	1	TF+M
cymR	tcyM	-1	TF+P+M
spx	tcyM	-1	TF+S
abrB	phy	-1	TF
sigA	gyrA	1	sigma factor
yclJ	yclH	1	TF+TC
sigA	tcyN	1	sigma factor
ytlI	tcyN	1	TF+M
cymR	tcyN	-1	TF+P+M
spx	tcyN	-1	TF+S
sigA	pheT	1	sigma factor
T-box-PHE	pheT	1	RNA switch
sigK	yfnH	1	sigma factor
sigE	yfnH	1	sigma factor
sigK	cotY	1	sigma factor
gerR	cotY	1	TF
gerE	cotY	1	TF
stringent response	ysxB	-1	unk
L21_leader	ysxB	0	silico-RNA switch
sigG	spoVAC	1	sigma factor
spoVT	spoVAC	1	TF
abrB	ykuU	-1	TF
sigB	yfhF	1	sigma factor
sigG	yfhF	1	sigma factor
sigF	yfhF	1	sigma factor
sigH	kinA	1	sigma factor
stringent response	kinA	1	unk
spo0A	kinA	1	TF+PP
sigX	ybfM	1	sigma factor
sigA	ybfM	1	sigma factor
sigK	yueG	1	sigma factor
sigM	ypuD	1	sigma factor
sigB	ypuD	1	sigma factor
sigE	ypuD	1	sigma factor
lexA	ypuD	-1	TF-proteolyse
codY	yhdT	0	TF+M
sigE	ctaA	1	sigma factor
sigA	ctaA	1	sigma factor
resD	ctaA	1	TF+TC
sigB	rbfA	1	sigma factor
sigA	rbfA	1	sigma factor
stringent response	rbfA	-1	unk
sigA	ezrA	1	sigma factor
sigX	efeM	1	sigma factor
sigW	efeM	1	sigma factor
fur	efeM	-1	TF+M
sigG	ydfS	1	sigma factor
sigK	ydfS	1	sigma factor
spoVT	ydfS	-1	TF
stringent response	rplR	-1	unk
sigK	cotZ	1	sigma factor
sigE	cotZ	1	sigma factor
gerE	cotZ	1	TF
gerR	cotZ	1	TF
yqfL	yqfL	1	unk
sigF	arsR	1	sigma factor
sigA	arsR	1	sigma factor
arsR	arsR	-1	TF+M
sigE	ycgO	1	sigma factor
spo0A	ycgO	1	TF+PP
putR	ycgO	1	TF+M
codY	ycgO	-1	TF+M
spoIIID	ycgO	1	TF
ccpA	ycgO	-1	TF+PP+M
sigG	ykoV	1	sigma factor
spoVT	ykoV	1	TF
ccpA	cccA	-1	TF+PP+M
abrB	cccA	-1	TF
sigM	rodA	1	sigma factor
sigE	ytvI	1	sigma factor
spoIIID	ytvI	-1	TF
sigY	yxlE	1	sigma factor
sigK	yojB	1	sigma factor
sigE	yxjC	1	sigma factor
ccpA	yxjC	-1	TF+PP+M
spoIIID	yxjC	-1	TF
sigH	ypgR	1	sigma factor
sigB	ydfP	1	sigma factor
mhqR	ydfP	-1	TF+M
sigG	spoVAEA	1	sigma factor
spoVT	spoVAEA	1	TF
ylaC	ylaD	1	sigma factor
sigA	ylaD	1	sigma factor
spx	ylaD	1	TF+S
sigL	rocE	1	sigma factor
spo0A	rocE	-1	TF+PP
rocR	rocE	1	TF+M
codY	rocE	-1	TF+M
ahrC	rocE	1	TF+M
sigK	yurS	1	sigma factor
sigE	yurS	1	sigma factor
gerE	yurS	1	TF
sigA	ssuA	1	sigma factor
cymR	ssuA	-1	TF+P+M
spx	ssuA	-1	TF+S
stringent response	rplM	-1	unk
rplM	rplM	0	silico-RNA switch
ccpA	ndk	0	TF+PP+M
stringent response	rpsH	-1	unk
sigK	gerPB	1	sigma factor
gerE	gerPB	-1	TF
sigA	ansZ	1	sigma factor
tnrA	ansZ	1	TF+P+M
codY	ansZ	-1	TF+M
sigA	fadE	1	sigma factor
sdpR	fadE	1	TF+P
fadR	fadE	-1	TF+M
ccpA	fadE	-1	TF+PP+M
Thi-box	thiG	-1	riboswitch
tenI	thiG	-1	unk
sigA	ptsG	1	sigma factor
stringent response	ptsG	-1	unk
glcT	ptsG	1	P-AT+PTS
spo0A	yfmJ	1	TF+PP
sigG	yfhQ	1	sigma factor
sigA	yfhQ	1	sigma factor
yfhP	yfhQ	-1	unk
spoVT	yfhQ	-1	TF
rsfA	yfhQ	1	P
sigG	clsB	1	sigma factor
